inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,1,1,5,0.12727272727272726,2.7807349443435667,0
50,25,1,3,5,0.4666666666666666,2.843581199645996,0
60,5,1,1,5,0.34545454545454546,2.7868645191192627,0
60,20,1,4,15,0.709090909090909,2.940737581253052,0
50,25,1,3,35,0.29696969696969694,2.7924430131912232,1
70,15,3,3,15,0.309090909090909,3.0066702604293822,1
80,35,1,3,5,0.16363636363636364,2.829239773750305,2
70,20,1,1,5,-0.04242424242424241,2.8078716516494753,2
70,15,1,2,5,0.16363636363636364,2.8403457403182983,2
70,15,1,1,15,-0.17575757575757575,2.8267327308654786,3
