inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,1,1,5,0.12727272727272726,2.7807349443435667,0
60,5,1,1,5,0.34545454545454546,2.7868645191192627,0
60,20,1,4,15,0.709090909090909,2.940737581253052,0
80,5,1,1,5,0.5636363636363636,2.790901279449463,0
50,25,3,3,20,0.6848484848484848,3.387285923957825,1
50,25,1,3,5,0.4666666666666666,2.843581199645996,1
50,25,1,3,35,0.29696969696969694,2.7924430131912232,1
60,25,1,3,5,0.09090909090909088,2.799354910850525,2
70,15,3,3,15,0.309090909090909,3.0066702604293822,2
70,15,1,1,20,0.28484848484848485,2.864473009109497,2
