ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,0.0825338363647461,0.486588716506958,241944,2.3205809593200684,356663,1676,5.554098606109619,"[10, 50, 6, 4, 5]"
On,On,On,On,On,Off,Off,On,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,0.09267449378967285,0.4029362201690674,241944,2.2472708225250244,356663,1676,5.206582546234131,"[10, 50, 6, 4, 5]"
On,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,0.09193205833435059,0.41883325576782227,237848,2.2415311336517334,356663,1676,5.262785911560059,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,0.08032917976379395,0.4044930934906006,241944,2.1827917098999023,356663,1676,5.147266149520874,"[10, 50, 6, 4, 5]"
On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,On,On,On,0.07882499694824219,0.407367467880249,237848,2.2595996856689453,356663,1676,5.211716651916504,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.09424233436584473,0.4115641117095947,240512,2.2150096893310547,356663,1676,5.153181076049805,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,0.09707975387573242,0.4051475524902344,237848,2.1934666633605957,356663,1676,5.186279773712158,"[10, 50, 6, 4, 5]"
On,Off,On,On,On,Off,Off,Off,Off,On,On,Off,On,On,On,Off,On,On,On,Off,0.09857296943664551,0.4081871509552002,241944,2.201803684234619,356663,1676,5.084550380706787,"[10, 50, 6, 4, 5]"
On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,On,On,On,0.08732104301452637,1.4376451969146729,465288,4.271210670471191,828309,4503,8.271711826324463,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,0.09601187705993652,1.4431252479553223,469384,4.242575168609619,828309,4503,8.259758710861206,"[10, 50, 6, 4, 10]"
