fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,0.06915736198425293,2.972123146057129,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,On,Off,Off,0.07219886779785156,2.96920108795166,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,0.07255029678344727,2.9472672939300537,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,0.07317757606506348,2.9798667430877686,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,0.07444643974304199,2.9025845527648926,"[80, 35, 2, 2, 15]",0
On,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,On,On,Off,On,On,Off,0.0746917724609375,2.8837122917175293,"[80, 35, 2, 2, 15]",0
On,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,0.07477831840515137,2.9919016361236572,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,0.07581734657287598,2.905437469482422,"[80, 35, 2, 2, 15]",0
Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,0.07589244842529297,2.9586055278778076,"[80, 35, 2, 2, 15]",0
On,On,Off,On,On,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,0.07623910903930664,2.955824613571167,"[80, 35, 2, 2, 15]",0
Off,Off,On,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,0.07644510269165039,2.919896364212036,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,Off,0.07804369926452637,2.9167068004608154,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,0.07808613777160645,2.9968481063842773,"[80, 35, 2, 2, 15]",0
Off,Off,On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,0.07819652557373047,2.9725492000579834,"[80, 35, 2, 2, 15]",0
On,On,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,On,Off,Off,Off,On,0.07825875282287598,2.8832945823669434,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,0.07839560508728027,2.897160768508911,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,0.07933473587036133,2.8886759281158447,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,0.07948851585388184,2.8999369144439697,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,0.07958793640136719,2.9082229137420654,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,0.07959127426147461,2.8929200172424316,"[80, 35, 2, 2, 15]",0
