inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,25,1,4,20,0.06666666666666665,2.8262378692626955,0
60,10,1,1,5,0.22424242424242422,2.8415172576904295,0
60,25,1,1,25,0.7696969696969697,2.861384892463684,0
90,25,1,1,20,-0.01818181818181818,2.817648243904114,0
90,5,2,1,20,0.6,2.8868537664413454,1
50,10,1,1,5,0.5030303030303029,2.8752168893814085,1
60,25,1,2,35,0.5393939393939393,2.8780277490615847,1
60,20,1,1,20,-0.19999999999999998,2.87667396068573,2
60,20,1,1,25,0.41818181818181815,2.906750297546387,2
60,10,1,1,15,-0.13939393939393938,2.8908451080322264,2
