inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,25,1,4,20,0.06666666666666665,2.8262378692626955,0
60,10,1,1,5,0.22424242424242422,2.8415172576904295,0
60,25,1,1,25,0.7696969696969697,2.861384892463684,0
90,25,1,1,20,-0.01818181818181818,2.817648243904114,0
90,25,1,1,35,-0.35757575757575755,2.8156253814697267,0
60,25,1,1,35,0.18787878787878787,2.8331767559051513,0
90,25,1,1,25,-0.10303030303030303,2.8354403972625732,1
90,5,2,1,20,0.6,2.8868537664413454,1
60,25,1,2,20,-0.01818181818181818,2.845787787437439,1
50,10,1,1,5,0.5030303030303029,2.8752168893814085,1
