threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,40,15,True,0.9030303030303028,16.688975524902343,0
8,45,40,True,0.9999999999999999,40.12959384918213,0
8,35,10,True,0.8303030303030302,10.075460743904113,0
8,50,10,True,0.8181818181818182,10.066263365745545,0
8,25,55,True,0.9878787878787878,55.13382420539856,1
8,30,45,True,0.9757575757575757,45.1074599981308,1
8,35,25,True,0.8181818181818182,25.104261422157286,1
8,35,50,True,0.9393939393939393,50.11353771686554,2
8,40,50,True,0.9151515151515152,50.151943469047545,3
8,15,60,True,0.8424242424242423,60.072052526473996,4
