fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,0.09000992774963379,1.6692759990692139,515000,34.391666412353516,2152160,10605,40.09967398643494,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,0.09609436988830566,1.5186817646026611,521896,34.10930895805359,2152160,10605,38.33092761039734,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,0.07941913604736328,1.4804158210754395,521896,34.08346915245056,2152160,10605,38.226481199264526,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.09622025489807129,1.4688653945922852,515000,34.05876326560974,2152160,10605,38.20832443237305,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.10373497009277344,1.4624016284942627,513704,34.11860513687134,2152160,10605,38.22841119766235,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,Off,0.08993005752563477,1.5092401504516602,515192,34.078510761260986,2152160,10605,38.27722930908203,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,0.08941268920898438,1.5115423202514648,513896,34.37321186065674,2152160,10605,38.54291820526123,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.09124875068664551,1.5447008609771729,521896,34.354488372802734,2152160,10605,38.531373023986816,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,0.09072232246398926,1.5007014274597168,515000,34.09649205207825,2152160,10605,38.25109529495239,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.09382915496826172,1.5142414569854736,513896,34.06275224685669,2152160,10605,38.20450186729431,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,0.09529781341552734,1.4852187633514404,523192,34.076528787612915,2152160,10605,38.21106266975403,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,On,On,Off,On,On,On,Off,On,Off,Off,Off,On,On,0.07787418365478516,1.5151724815368652,522088,34.16136717796326,2152160,10605,38.291919469833374,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,On,0.08656430244445801,1.527294635772705,522088,34.183958292007446,2152160,10605,38.263394355773926,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,0.08806514739990234,1.5026910305023193,521896,34.11764121055603,2152160,10605,38.18153667449951,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,0.09235882759094238,1.5291593074798584,521896,34.10874533653259,2152160,10605,38.298556089401245,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,0.08794140815734863,1.5036342144012451,522088,34.07821583747864,2152160,10605,38.234233140945435,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,0.08496356010437012,1.5366041660308838,515192,34.16720223426819,2152160,10605,38.31136226654053,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,On,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,0.10252237319946289,1.5207369327545166,522088,34.1462607383728,2152160,10605,38.29374980926514,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,0.09836745262145996,1.5185003280639648,523192,34.05423045158386,2152160,10605,38.25298309326172,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,On,Off,Off,On,On,On,0.08900690078735352,1.4888579845428467,513896,34.09647059440613,2152160,10605,38.21967625617981,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,0.08754539489746094,1.467231035232544,521896,34.111260414123535,2152160,10605,38.21726036071777,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.08546185493469238,1.5087497234344482,513704,34.030513286590576,2152160,10605,38.1410653591156,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,Off,On,On,On,On,On,Off,On,On,Off,On,On,On,0.08949446678161621,1.4943888187408447,521896,34.066739082336426,2152160,10605,38.127156496047974,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,Off,Off,On,Off,0.09486508369445801,1.5079214572906494,522088,34.08504843711853,2152160,10605,38.15243864059448,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,0.09344053268432617,1.485997200012207,522088,34.136900663375854,2152160,10605,38.29215359687805,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,0.10017633438110352,1.501478910446167,513896,34.16292428970337,2152160,10605,38.39854621887207,"[10, 50, 6, 4, 50]"
