checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,evaluated_time,fidelity_setting,corr
0.2399155288366378,233,344980,685,6397,379295445,9777,561301,84.15607977274381,98,221,11.61265952011997,25046,683838038,6984,463833333,474,1,40308,1797936026,496.9,237.67958641052246,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,243,765950,547,2769,1003142586,536,193687,10.21141389667678,729,27,69.08552759570847,61459,920341238,243,792453423,664,71,46751,1169074217,493.99,236.07717657089233,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,243,765950,547,2769,1768592884,7765,183531,10.21141389667678,729,213,69.04453031507553,61459,2092209186,8982,792453423,1036,71,46751,1490822340,491.72,243.4430193901062,"[180, 50, 100000, 4, 0.5]",1
0.412062485056462,81,867250,904,2752,122822359,7117,261406,77.93717233012948,429,10,91.97387611945459,67861,474078894,5802,165019904,1546,204,29579,1406409357,491.28,236.68690061569214,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,50,749629,547,6862,1768592884,7765,645215,10.21141389667678,729,213,64.29219518441897,10865,2092209186,8982,1413208000,1036,44,61081,1490822340,490.79,236.133868932724,"[180, 50, 100000, 4, 0.5]",1
0.36233955714980587,181,97317,256,5161,588025712,1576,57088,54.67813481798911,262,178,43.24727381581686,36215,2117682976,650,2065935353,2016,100,7316,753492774,488.92,237.16100311279297,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,243,765950,547,4856,1768592884,7765,183531,10.21141389667678,729,213,69.04453031507553,61459,2092209186,8982,792453423,1036,71,46751,1490822340,488.66,239.20375871658325,"[180, 50, 100000, 4, 0.5]",1
0.4433496654155864,69,177432,547,5733,1003142586,2892,193687,12.667067090698902,433,82,69.08552759570847,93215,920341238,7483,1381106625,2049,71,46751,1169074217,488.1,238.14948725700378,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,243,765950,547,2769,1969061843,7765,183531,10.21141389667678,729,213,80.80016131438012,10865,920341238,243,792453423,1036,188,61081,1490822340,487.71,238.3554391860962,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,243,749629,547,6862,1768592884,536,193687,10.21141389667678,729,213,69.04453031507553,61459,2092209186,8982,792453423,1036,71,46751,1169074217,486.8,237.80117416381836,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,243,765950,547,2769,1003142586,7765,193687,10.21141389667678,729,213,69.04453031507553,48280,2092209186,243,792453423,1036,71,46751,1169074217,486.58,238.73573923110962,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,90,765950,547,2769,1003142586,7765,183531,10.21141389667678,211,213,69.04453031507553,61459,920341238,8982,792453423,664,71,46751,1169074217,486.47,238.18793630599976,"[180, 50, 100000, 4, 0.5]",1
0.41624243400949223,243,749629,547,6862,1768592884,7765,645215,10.21141389667678,729,213,69.04453031507553,61459,2092209186,8982,792453423,1036,71,46751,1490822340,485.46,240.06315326690674,"[180, 50, 100000, 4, 0.5]",1
0.19007748409727043,230,187044,201,3415,2103799728,5120,670263,2.7077153602140114,585,188,86.41046515055272,7062,1313072364,7806,878517518,5418,137,20570,882722615,485.31,236.47523069381714,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,213,765950,547,2769,1768592884,7765,183531,10.21141389667678,211,213,69.04453031507553,61459,920341238,8982,792453423,664,71,61081,1006861840,484.45,238.38849663734436,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,213,765950,547,2769,1003142586,7765,193687,10.21141389667678,729,27,69.08552759570847,48280,920341238,243,1413208000,664,188,61081,1169074217,484.34,238.69098782539368,"[180, 50, 100000, 4, 0.5]",1
0.9377770692461829,50,765950,547,2769,1003142586,536,193687,10.21141389667678,729,27,69.08552759570847,10865,920341238,243,1413208000,664,44,61081,1169074217,483.8,239.77741956710815,"[180, 50, 100000, 4, 0.5]",1
0.9840603936064558,32,968468,757,1089,1729782317,8477,134134,96.38070201325422,318,35,38.38179027685998,47376,1879130683,2531,1675607631,4146,37,65092,1944522482,483.7,237.68242001533508,"[180, 50, 100000, 4, 0.5]",1
0.6733649143703838,213,765950,547,2769,1003142586,7765,246770,10.21141389667678,433,27,79.99839777902507,48280,1661725010,243,792453423,2049,188,61081,1733528395,482.7,238.12615203857422,"[180, 50, 100000, 4, 0.5]",1
0.7366187182680398,137,277498,965,1991,1180140788,6266,419955,10.264744541844962,183,103,55.30428172071159,83088,43465516,3517,1753452843,6055,165,8894,276058352,482.05,236.51981830596924,"[180, 50, 100000, 4, 0.5]",1
