inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,20,2,2,15,0.5151515151515151,2.9902961254119873,0
60,25,1,4,10,-0.1515151515151515,2.7844398021698,0
90,20,1,2,35,0.4424242424242424,2.972634959220886,0
80,20,1,3,10,0.01818181818181818,2.8291618824005127,0
50,20,1,3,10,0.23636363636363633,2.872638392448425,0
60,20,1,3,10,-0.09090909090909088,2.823368525505066,0
50,20,2,1,10,0.18787878787878787,2.8509320259094237,0
60,20,2,1,15,-0.5757575757575757,2.856261897087097,1
50,20,2,3,10,0.16363636363636364,2.8793769598007204,1
90,15,1,4,20,0.17575757575757575,3.0838408946990965,1
