fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,0.06740641593933105,38.37635016441345,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,Off,On,0.07343053817749023,38.17839026451111,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,On,On,On,Off,On,On,Off,On,On,On,Off,On,Off,Off,Off,0.07343196868896484,38.29850149154663,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,On,On,On,On,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,0.07491683959960938,38.13994479179382,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,On,On,0.07627415657043457,38.32866191864014,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,On,On,On,0.07795405387878418,38.19443440437317,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,Off,On,0.0785512924194336,38.264707803726196,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,On,On,Off,On,On,0.07871460914611816,38.23481488227844,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,0.07903933525085449,38.46821451187134,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,On,On,On,Off,On,0.0806739330291748,38.26587152481079,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,On,On,0.08090662956237793,38.33355975151062,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,0.08112859725952148,38.26076912879944,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.08139228820800781,38.14259481430054,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,On,On,On,On,On,On,Off,0.0818941593170166,38.153404712677,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,0.08264780044555664,38.12395262718201,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,Off,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,0.08267378807067871,38.286856174468994,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,On,On,On,0.08275985717773438,38.20075273513794,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,0.08292889595031738,38.15358877182007,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,0.08298277854919434,38.2278835773468,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,Off,On,0.08323335647583008,38.253427505493164,"[10, 50, 6, 4, 50]",1
