time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,30,10000,6,0.5,0.309090909090909,38.00716967582703,0
35,35,40000,4,0.7,0.8424242424242423,52.442557549476625,0
55,25,30000,6,0.5,0.9272727272727272,67.80660355091095,0
30,20,10000,10,0.5,-0.32121212121212117,37.88640711307526,0
30,30,20000,6,0.5,0.7696969696969697,41.31265034675598,0
30,20,15000,10,0.5,0.006060606060606061,39.989354491233826,1
55,30,45000,6,0.5,0.8666666666666665,74.965252494812,1
40,20,35000,6,0.5,0.7454545454545454,52.018134880065915,1
35,25,10000,4,0.5,0.4787878787878787,41.611495757102965,1
40,20,35000,4,0.5,0.6606060606060605,50.6111168384552,1
