time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,30,10000,6,0.5,0.309090909090909,38.00716967582703,0
40,20,35000,4,0.5,0.6606060606060605,50.6111168384552,0
35,35,40000,4,0.7,0.8424242424242423,52.442557549476625,0
55,25,30000,6,0.5,0.9272727272727272,67.80660355091095,0
30,20,20000,10,0.5,-0.6,41.613460183143616,1
55,30,45000,6,0.5,0.8666666666666665,74.965252494812,1
40,20,20000,10,0.5,0.04242424242424241,51.54890387058258,1
40,25,40000,4,0.5,0.6727272727272726,53.664585375785826,1
45,45,30000,6,0.5,0.7696969696969697,64.55822806358337,1
50,25,20000,6,0.5,0.6727272727272726,60.409421944618224,1
