maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
13341,340,21088,41136,40280,190,219,false,5668,false,172992,50528,74571,false,11017,55145,25901,440,228743,6,1515.31,20.073604822158813,"[6, 30, 20, False]",0
15931,2,14125,39421,52464,234,226,false,56999,true,254542,43818,90003,true,24303,26500,19516,135,130793,3,1503.34,20.073899507522583,"[6, 30, 20, False]",0
5621,849,15112,31526,93247,238,336,true,42880,false,172992,23443,73388,false,34532,48126,54528,757,317112,4,1501.33,20.076622009277344,"[6, 30, 20, False]",0
3654,139,46823,12184,13291,196,387,true,23665,true,267230,23668,10683,true,29609,12159,34076,532,307430,1,1485.99,20.074722051620483,"[6, 30, 20, False]",0
12256,857,27209,42274,97991,78,471,false,22076,false,233683,56232,15478,false,30408,8610,43435,706,400492,10,1484.62,20.085713624954224,"[6, 30, 20, False]",0
15931,2,14125,16297,11703,16,226,false,22076,false,233683,41945,90003,false,30408,26060,19516,655,400492,3,1477.78,20.071523189544678,"[6, 30, 20, False]",0
12256,803,27209,16297,11703,16,343,true,22076,false,233683,24657,72011,false,30408,26060,61912,655,400492,10,1473.81,20.07017230987549,"[6, 30, 20, False]",0
12256,803,4467,3095,11703,81,246,true,17479,true,283568,55118,76297,false,32509,65154,13732,598,300326,6,1471.69,20.079769134521484,"[6, 30, 20, False]",0
1613,608,9644,55284,54518,8,405,false,50020,false,306092,48583,39678,false,35365,21720,57945,91,481568,3,1467.94,20.071404457092285,"[6, 30, 20, False]",0
16060,465,27209,16297,3692,16,343,true,22076,false,233683,24657,72011,false,30408,26060,61912,655,400492,10,1466.84,20.09050941467285,"[6, 30, 20, False]",0
5317,316,1129,51185,11791,56,154,false,34388,false,436417,26694,44822,true,40673,12515,46779,275,29006,5,1462.5,20.067809104919434,"[6, 30, 20, False]",0
8661,962,46987,30811,83821,60,403,false,25919,true,62192,26541,8014,true,1747,61003,58160,860,598378,7,1459.98,20.075847387313843,"[6, 30, 20, False]",0
3096,539,18298,49860,32302,98,59,false,26309,false,267216,37252,48590,true,32401,53105,13394,999,303366,1,1459.96,20.065419673919678,"[6, 30, 20, False]",0
13679,857,6739,42274,97991,78,471,false,46077,true,131401,56232,15478,true,36946,8610,43435,706,344544,2,1458.84,20.074806690216064,"[6, 30, 20, False]",0
12256,962,4467,3095,83821,60,403,false,25919,true,283568,26541,8014,false,32509,65154,58160,860,300326,7,1435.93,20.068419218063354,"[6, 30, 20, False]",0
13679,709,9644,42274,97991,8,405,false,50020,true,131401,56232,15478,true,35365,21720,57945,91,344544,2,1433.01,20.07742977142334,"[6, 30, 20, False]",0
8277,849,15112,31526,93247,238,336,true,42880,false,419722,23443,73388,true,34532,33801,450,757,146624,9,1430.23,20.072261333465576,"[6, 30, 20, False]",0
13679,705,35865,16297,11703,16,373,true,46077,true,131401,24657,72011,true,36946,26060,61912,655,344544,2,1430.03,20.0711510181427,"[6, 30, 20, False]",0
3654,526,1129,12184,57972,196,154,false,22263,false,179142,58976,10683,true,29609,12515,7685,408,307430,1,1422.1,20.08115267753601,"[6, 30, 20, False]",0
5317,354,37640,51185,19143,56,130,true,23379,false,125402,26694,44822,false,40673,60758,14599,275,305172,1,1421.83,20.0714328289032,"[6, 30, 20, False]",0
