threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,60,True,0.9999999999999999,60.11312763690948,0
8,30,20,True,0.9393939393939393,20.096289944648742,0
8,35,35,True,0.9999999999999999,35.09145302772522,0
8,35,10,True,0.8424242424242423,10.063570570945739,0
8,35,50,True,0.9999999999999999,50.08982164859772,0
8,35,25,False,0.9757575757575757,25.08213677406311,0
8,50,20,False,0.8424242424242423,20.10283770561218,1
8,40,55,True,0.9878787878787878,55.126286602020265,1
8,35,25,True,0.9272727272727272,25.084680128097535,1
8,40,35,False,0.9636363636363635,35.10187404155731,1
