innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
766,313080976,13911,471190830,58606448,398547375,39360,389414551,1,4,13734100037,15093,79812602,70,45860127,noblob,2798,107433962,96,433701,232.83,247.0656704902649,"[180, 50, 100000, 4, 0.5]",61.251877784729004,180.08727431297302,2.09275221824646
467,382682997,1815,32493038,10172172,438158943,96801,351888511,0,70,14367877339,17397,1444800576,38,64748544,noblob,5318,100198164,22,723127,295.9,243.71582865715027,"[180, 50, 100000, 4, 0.5]",59.61982274055481,180.16355347633362,0.847315788269043
698,940381383,25534,495849509,44034992,476206595,8249,682315206,0,90,13121967586,5288,3710969456,45,20172102,full,1949,68838095,54,446962,255.59,252.5599126815796,"[180, 50, 100000, 4, 0.5]",68.05784392356873,180.1223464012146,1.283552646636963
953,809122773,20340,588935079,70115918,671993773,109809,818174210,1,37,12473197144,3949,3230639535,94,520865,minimal,518,18536886,51,102814,230.09,251.00914788246155,"[180, 50, 100000, 4, 0.5]",65.72678184509277,180.17306423187256,2.004573106765747
170,1015634134,6271,11107612,94922558,621357853,45126,98705628,1,93,10503449482,18975,220867251,104,14132444,noblob,2220,105768795,21,523112,249.47,246.3940463066101,"[180, 50, 100000, 4, 0.5]",61.37499451637268,180.17879676818848,1.7460377216339111
990,487649510,12880,779495404,120633642,676438930,66392,133998364,2,68,14431999711,17981,80310074,32,34138440,noblob,8655,113681138,30,237705,265.29,246.43035554885864,"[180, 50, 100000, 4, 0.5]",61.9937424659729,180.24180912971497,1.1091253757476807
83,1042409990,14746,254139292,102092874,873274299,30564,260956451,2,63,12645283976,15690,1056533878,105,72032619,minimal,300,130770354,85,286633,257.48,251.7102963924408,"[180, 50, 100000, 4, 0.5]",67.01719927787781,180.17806029319763,1.4179198741912842
744,265570802,8637,458325094,72383497,409755482,9303,1013278260,0,16,12406364254,12087,38073062,122,97209515,full,3352,47726522,4,106321,266.81,245.91435313224792,"[180, 50, 100000, 4, 0.5]",61.241377115249634,180.22040700912476,1.3650784492492676
567,50751348,8436,305062219,37757932,797006770,107433,555398744,0,57,12697788316,24759,2531962709,60,81558272,full,10054,5884431,94,926134,271.53,245.46196722984314,"[180, 50, 100000, 4, 0.5]",60.85964918136597,180.08104276657104,1.4081237316131592
779,55151734,38898,713300807,117670459,907822783,54379,549759903,0,86,13026547962,15418,2080313908,104,32236704,minimal,9094,9209647,3,262466,244.17,254.45294785499573,"[180, 50, 100000, 4, 0.5]",69.32902932167053,180.16797161102295,1.8433678150177002
104,633570935,37063,166099485,95234671,838737240,1153,420291171,1,81,14974731536,3719,133667722,90,131941691,minimal,5231,31777139,55,201886,220.58,254.0056118965149,"[180, 50, 100000, 4, 0.5]",68.69200277328491,180.13156485557556,2.096601724624634
377,807750745,15015,1027832111,120233460,36648351,54926,41186951,0,60,14102656965,14169,586826831,104,133222815,full,6783,81066560,73,142509,257.46,250.17829608917236,"[180, 50, 100000, 4, 0.5]",65.5316333770752,180.12801885604858,1.4162967205047607
113,862730036,13571,875485779,76012405,1014848962,102875,11617766,0,88,10321013693,13523,1156892533,103,14326807,noblob,8250,39854067,24,533449,258.17,254.57598304748535,"[180, 50, 100000, 4, 0.5]",69.88329410552979,180.20395469665527,1.3919105529785156
815,82427722,19205,846918533,132059449,6664380,47046,136792531,1,27,12770474865,5254,2680860016,38,131697680,full,3017,59884235,70,696846,219.53,254.8529920578003,"[180, 50, 100000, 4, 0.5]",69.53090190887451,180.15312242507935,2.080003499984741
155,217986983,13557,229454693,113982407,22985060,71165,209958973,2,61,13066710627,20114,4294011617,46,21501457,minimal,8828,49949448,68,369211,254.53,257.08027720451355,"[180, 50, 100000, 4, 0.5]",72.34802317619324,180.11409711837769,1.5104446411132812
672,627183249,11114,325512199,8428053,37432858,127853,545191927,2,97,12909866379,2273,3813037546,47,120114000,full,9084,78234818,52,225837,244.64,246.70438957214355,"[180, 50, 100000, 4, 0.5]",60.3779354095459,180.19625282287598,3.03306245803833
644,937128941,17158,627190767,122125421,332668935,93629,702127796,1,3,14411703020,10619,3738963788,57,96874519,minimal,6306,123124270,18,528912,231.96,251.7518208026886,"[180, 50, 100000, 4, 0.5]",66.720862865448,180.08621978759766,1.8489980697631836
398,1069093347,21876,871177524,52208023,8308633,61055,827250435,2,42,10344557524,10245,3612548475,94,21862053,full,4626,16913668,32,304635,251.2,255.238436460495,"[180, 50, 100000, 4, 0.5]",69.76715803146362,181.00482273101807,1.3762011528015137
