innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
23,419400971,32316,197742327,77830448,668813625,14709,578035967,0,3,13379515662,23939,478924729,89,120135559,minimal,8048,122253382,38,458441,256.7,254.136492729187,"[180, 50, 100000, 4, 0.5]",69.20413017272949,180.08851504325867,1.1734304428100586
449,733967033,30538,726691474,42853717,114134046,28278,271039775,0,81,11929968938,19500,1107870753,32,67157866,full,7661,4108989,67,422790,257.32,255.62337613105774,"[180, 50, 100000, 4, 0.5]",70.9225172996521,180.15883898735046,1.4377143383026123
560,518119540,20375,558826284,111051124,649387375,28347,428423281,2,67,10855734300,11382,2808132455,71,69801135,minimal,2305,64042358,37,980103,248.22,256.65031599998474,"[180, 50, 100000, 4, 0.5]",71.97586011886597,180.14218378067017,1.4242033958435059
791,737056125,25931,411334365,96622322,345658862,22936,850859558,1,49,14624553348,5075,2925441755,66,92877651,minimal,8011,15846406,56,178771,228.87,251.09386253356934,"[180, 50, 100000, 4, 0.5]",65.9534842967987,180.1322000026703,1.904284954071045
174,16074888,727,472207748,61436013,538555874,100414,304941806,0,0,14057888774,6352,1646184178,10,13344465,full,8165,108003925,57,358968,319.69,252.2497100830078,"[180, 50, 100000, 4, 0.5]",67.66437101364136,180.15113067626953,1.3166134357452393
181,401209482,27856,265829506,122557582,890258483,26170,26807539,2,16,11157828865,13027,4216206523,56,89479100,noblob,8150,123038602,61,772678,241.56,264.87532019615173,"[180, 50, 100000, 4, 0.5]",80.12706303596497,180.13087964057922,1.531419277191162
836,776521470,19058,292188156,126288412,640759545,100226,666603796,1,71,12468336388,16010,889950605,71,125462157,full,1571,121843092,32,912439,203.82,251.0331633090973,"[180, 50, 100000, 4, 0.5]",65.54672527313232,180.10143852233887,2.27782940864563
941,215562100,6112,1702957,70433767,560359459,53547,920641732,1,61,10578978420,27224,967382627,34,102504119,full,3540,131143335,41,302398,243.06,245.18019247055054,"[180, 50, 100000, 4, 0.5]",59.644601821899414,180.2559278011322,2.1824514865875244
78,367471541,32494,821093821,27246313,796301381,99479,780580952,0,12,10499595473,6829,4100133251,107,89899518,full,6367,22431300,94,342068,242.5,257.14853978157043,"[180, 50, 100000, 4, 0.5]",72.13434147834778,180.17729091644287,1.7240653038024902
473,819959179,8662,552113876,83534449,405090580,112854,112870091,2,92,12203014455,9515,3280531076,107,97237086,noblob,7308,44586476,61,390306,248.99,256.3999373912811,"[180, 50, 100000, 4, 0.5]",71.85224270820618,180.21799111366272,1.23097562789917
711,842160752,1561,152561260,91144959,368415731,47061,631198492,2,77,10576265564,3679,2076606651,47,20835546,minimal,4401,92103711,81,490792,277.14,248.19557571411133,"[180, 50, 100000, 4, 0.5]",63.698031187057495,180.18369150161743,1.219116449356079
458,410976808,25751,1007101042,114127398,645782899,107974,709912563,1,63,12947740822,25524,2625776905,67,111310668,minimal,7264,57717257,23,637614,219.9,262.9180805683136,"[180, 50, 100000, 4, 0.5]",77.65659046173096,180.13658571243286,2.0363237857818604
586,252145659,6854,435589622,91885014,277433975,121718,898748633,0,59,12243263848,29347,3515891996,27,45081493,noblob,6065,25281766,88,629273,245.82,249.28583884239197,"[180, 50, 100000, 4, 0.5]",64.55794525146484,180.14116048812866,1.4710891246795654
149,317178128,10678,492277637,47635040,636114421,109382,319377699,2,38,11589640741,12671,1922498901,38,43047726,full,9748,74737866,59,508172,238.49,248.4088957309723,"[180, 50, 100000, 4, 0.5]",63.56400513648987,180.1742763519287,1.564054250717163
890,331207663,2330,191574109,71652128,593331482,36612,378768998,1,28,10405813039,2024,1300103336,28,62483581,noblob,2763,86448099,62,218604,247.43,254.59891891479492,"[180, 50, 100000, 4, 0.5]",69.37716150283813,180.09363436698914,2.020857572555542
209,898001327,13028,302853971,107242896,1004599298,85453,613679265,0,84,13615623746,13855,4025556578,9,50412570,noblob,5220,111831386,99,515235,234.02,246.369567155838,"[180, 50, 100000, 4, 0.5]",61.32908391952515,180.1517128944397,1.7856011390686035
739,794390164,38308,446383928,15800561,1042157100,4724,302367641,2,72,13478357739,14279,1450042622,108,109603900,noblob,2992,54991635,37,696828,234.62,259.5214829444885,"[180, 50, 100000, 4, 0.5]",75.01420021057129,180.0828309059143,1.3180558681488037
832,32388099,4408,975249603,30129504,961337706,43785,961742158,2,48,13776268270,2547,3790168984,81,106340406,minimal,4789,73070705,48,72682,252.93,256.7221930027008,"[180, 50, 100000, 4, 0.5]",71.83710980415344,180.1865632534027,1.5889527797698975
462,242528152,25802,546480434,79489540,255551330,10058,567110054,1,10,10745990092,15063,615009313,91,111096571,noblob,5447,63269090,40,886995,212.13,253.35002875328064,"[180, 50, 100000, 4, 0.5]",67.81237316131592,180.0762801170349,2.3689160346984863
749,928259809,1184,430043224,24742426,211922368,71476,980659643,2,69,10500420846,2907,1979011758,18,8880586,noblob,1755,94491837,12,821044,278.3,244.16977286338806,"[180, 50, 100000, 4, 0.5]",59.724446058273315,180.1686887741089,1.1583936214447021
413,484683951,24134,353313264,99601777,492323345,90255,717143981,1,28,11351508826,10160,2440897708,75,110784997,full,8443,27643574,35,46101,214.15,262.0832483768463,"[180, 50, 100000, 4, 0.5]",76.5140528678894,180.0736575126648,2.382129430770874
209,898001327,13028,558826284,107242896,1004599298,28347,613679265,0,84,10855734300,13855,2808132455,9,50412570,minimal,2305,111831386,37,980103,246.18,246.70373845100403,"[180, 50, 100000, 4, 0.5]",61.80820941925049,180.1871681213379,1.5922067165374756
669,518119540,20375,302853971,111051124,649387375,85453,428423281,2,60,13615623746,11382,4025556578,71,69801135,noblob,5220,64042358,99,515235,241.66,254.3075840473175,"[180, 50, 100000, 4, 0.5]",69.78257179260254,180.1195240020752,1.3199114799499512
174,898001327,13028,302853971,107242896,538555874,85453,304941806,0,0,14057888774,13855,1646184178,35,50412570,noblob,8165,35367821,99,515235,243.86,254.3800790309906,"[180, 50, 100000, 4, 0.5]",69.59479928016663,180.17577075958252,1.4900681972503662
209,521523844,727,472207748,61436013,1004599298,100414,613679265,0,84,13615623746,6352,4025556578,9,13344465,full,5220,108003925,57,358968,311.08,258.7753267288208,"[180, 50, 100000, 4, 0.5]",74.22898626327515,180.07510375976562,1.384488821029663
473,819959179,3780,558826284,111051124,405090580,28347,428423281,2,67,10855734300,11382,3280531076,107,97237086,noblob,7308,44586476,37,390306,262.47,242.75144481658936,"[180, 50, 100000, 4, 0.5]",58.042824268341064,180.0971438884735,1.5122108459472656
560,495621171,20375,552113876,83534449,649387375,112854,112870091,2,92,12203014455,9515,310305277,71,69801135,minimal,2305,64042358,61,980103,237.7,267.5565152168274,"[180, 50, 100000, 4, 0.5]",82.84523296356201,180.1578929424286,1.4514145851135254
23,419400971,32316,197742327,77830448,752900311,14709,578035967,0,3,13379515662,23939,478924729,89,120135559,minimal,8048,122253382,38,458441,238.29,260.28780722618103,"[180, 50, 100000, 4, 0.5]",75.06543159484863,180.19232654571533,1.920487642288208
96,252145659,6854,435589622,61436013,277433975,100414,304941806,0,59,13218655190,29347,3515891996,27,13344465,full,6065,108003925,88,358968,249.91,255.25789737701416,"[180, 50, 100000, 4, 0.5]",70.70950555801392,180.15214800834656,1.2898309230804443
586,16074888,727,775107287,91885014,538555874,121718,898748633,0,0,14057888774,25878,1646184178,10,45081493,noblob,8165,25281766,57,629273,319.56,249.75015139579773,"[180, 50, 100000, 4, 0.5]",65.32293438911438,180.09055614471436,1.2484560012817383
941,791698626,6112,472207748,61436013,538555874,53547,304941806,0,61,14057888774,27224,1646184178,34,13344465,full,3540,108003925,57,302398,257.66,252.4231116771698,"[180, 50, 100000, 4, 0.5]",67.86001539230347,180.12842202186584,1.3204140663146973
174,215562100,727,1702957,70433767,560359459,100414,920641732,1,0,10578978420,6352,967382627,10,102504119,full,8165,131143335,41,358968,308.36,258.9863848686218,"[180, 50, 100000, 4, 0.5]",73.80605483055115,180.10907173156738,1.9281337261199951
174,16074888,727,781772493,61436013,1004599298,100414,304941806,0,84,13615623746,6352,1646184178,9,50412570,noblob,5220,108003925,57,515235,318.57,251.04076385498047,"[180, 50, 100000, 4, 0.5]",66.56268239021301,180.21898436546326,1.1675500869750977
209,898001327,13028,302853971,107242896,538555874,85453,613679265,0,0,14057888774,13855,4210824636,10,13344465,full,8165,111831386,99,358968,246.25,250.81150722503662,"[180, 50, 100000, 4, 0.5]",65.96569728851318,180.12633419036865,1.6137213706970215
749,928259809,1184,197742327,77830448,211922368,71476,980659643,2,59,10500420846,23939,478924729,89,120135559,minimal,8048,94491837,45,821044,295.21,251.69585490226746,"[180, 50, 100000, 4, 0.5]",67.24507641792297,180.17909288406372,1.172231912612915
23,419400971,15248,430043224,118743922,668813625,14709,578035967,2,3,13379515662,2907,1979011758,18,8880586,noblob,1755,122253382,12,458441,232.96,254.69034218788147,"[180, 50, 100000, 4, 0.5]",66.468759059906,180.88265252113342,4.240520238876343
711,252145659,6854,152561260,91144959,368415731,47061,631198492,0,77,13858855168,29347,2076606651,47,45081493,minimal,6065,92103711,81,490792,249.96,245.26155614852905,"[180, 50, 100000, 4, 0.5]",60.6360228061676,180.08688473701477,1.4347522258758545
586,842160752,1561,435589622,91885014,277433975,121718,898748633,2,59,13286159626,3679,3515891996,27,20835546,noblob,4401,25281766,88,629273,281.76,261.9561297893524,"[180, 50, 100000, 4, 0.5]",77.42828822135925,180.14622712135315,1.2792415618896484
832,32388099,4408,975249603,61436013,961337706,43785,304941806,0,0,13776268270,2569,3790168984,10,106340406,full,8165,108003925,48,358968,255.62,246.238667011261,"[180, 50, 100000, 4, 0.5]",61.61133360862732,180.15614771842957,1.3509433269500732
174,16074888,727,472207748,30129504,538555874,100414,961742158,2,48,14057888774,2547,1646184178,81,13344465,minimal,4789,73070705,57,72682,311.21,253.82054090499878,"[180, 50, 100000, 4, 0.5]",69.31251668930054,180.12536334991455,1.2711033821105957
174,16074888,6854,472207748,91885014,277433975,100414,898748633,0,59,14057888774,29347,1646184178,10,45081493,full,8165,108003925,57,629273,258.75,250.69090628623962,"[180, 50, 100000, 4, 0.5]",66.01904463768005,180.11546111106873,1.434464931488037
96,928259809,1184,197742327,77830448,211922368,50972,980659643,2,59,10500420846,23939,3515891996,89,120135559,minimal,6065,94491837,88,821044,302.62,245.98986148834229,"[180, 50, 100000, 4, 0.5]",61.45553016662598,180.14568448066711,1.2853732109069824
749,252145659,6854,435589622,61436013,277433975,100414,304941806,0,59,12918767281,29347,478924729,27,13344465,full,8048,108003925,45,358968,264.56,253.48469066619873,"[180, 50, 100000, 4, 0.5]",68.99182224273682,180.1215410232544,1.265199899673462
586,842160752,1561,435589622,91885014,905088630,121718,898748633,2,10,13286159626,3679,3515891996,27,20835546,noblob,4401,958404,88,629273,296.61,251.57648849487305,"[180, 50, 100000, 4, 0.5]",67.07087993621826,180.1554582118988,1.238391399383545
174,16074888,727,781772493,61436013,538555874,100414,304941806,0,25,13615623746,6352,1646184178,10,13344465,full,5220,108003925,57,515235,323.97,255.27469491958618,"[180, 50, 100000, 4, 0.5]",70.5947060585022,180.08405542373657,1.4896697998046875
174,16074888,727,472207748,61436013,1004599298,100414,304941806,0,0,14057888774,6352,1646184178,9,50412570,noblob,8165,108003925,57,358968,323.21,247.68138790130615,"[180, 50, 100000, 4, 0.5]",62.88653922080994,180.23004055023193,1.464615821838379
749,928259809,1184,472207748,77830448,538555874,71476,980659643,0,59,10500420846,6352,1646184178,89,13344465,full,8165,108003925,45,103798,290.74,259.78485202789307,"[180, 50, 100000, 4, 0.5]",75.2050552368164,180.16411709785461,1.3290846347808838
