ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,0.08763384819030762,5.693992853164673,1248872,34.827086210250854,2152160,10605,44.44039511680603,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.09002447128295898,5.49456524848938,1248872,34.77368497848511,2152160,10605,42.90925312042236,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,0.08868002891540527,5.485445737838745,1252968,34.81174445152283,2152160,10605,42.936304569244385,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,0.08059382438659668,5.499411344528198,1252968,34.82443714141846,2152160,10605,42.981717586517334,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.09599161148071289,5.553516626358032,1255640,34.830567836761475,2152160,10605,43.007272481918335,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,0.07297945022583008,5.489897012710571,1252968,34.81880164146423,2152160,10605,42.91841411590576,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,0.09668827056884766,5.481289863586426,1248872,34.82969403266907,2152160,10605,42.808539390563965,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,0.09360718727111816,5.484261989593506,1248872,34.79736375808716,2152160,10605,42.89149212837219,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.11993932723999023,5.488843679428101,1248872,34.848012924194336,2152160,10605,42.92612075805664,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.07340168952941895,5.502975702285767,1255640,34.821974754333496,2152160,10605,43.01236534118652,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,0.10040998458862305,0.1881103515625,56232,0.1590120792388916,56487,547,2.920652389526367,"[90, 20, 3, 1, 25]"
On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.09333539009094238,0.18305420875549316,56232,0.13346242904663086,56487,547,2.8423452377319336,"[90, 20, 3, 1, 25]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,0.10543107986450195,0.2003309726715088,64424,0.12450528144836426,56487,547,2.8842945098876953,"[90, 20, 3, 1, 25]"
On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,0.09162092208862305,0.19438958168029785,64424,0.11917781829833984,56487,547,2.8350436687469482,"[90, 20, 3, 1, 25]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.10373783111572266,0.20371627807617188,62992,0.1320188045501709,56487,547,2.942436695098877,"[90, 20, 3, 1, 25]"
Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,0.0950920581817627,0.20680856704711914,64424,0.11273026466369629,56487,547,2.8836402893066406,"[90, 20, 3, 1, 25]"
Off,On,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,0.08322978019714355,0.17306089401245117,56232,0.13273930549621582,56487,547,2.8208160400390625,"[90, 20, 3, 1, 25]"
On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,0.08824801445007324,0.19840431213378906,56232,0.13730359077453613,56487,547,2.7886435985565186,"[90, 20, 3, 1, 25]"
On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.08666014671325684,0.20055580139160156,56232,0.11982131004333496,56487,547,2.8292644023895264,"[90, 20, 3, 1, 25]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.09095048904418945,0.19394278526306152,62992,0.1390085220336914,56487,547,2.8915557861328125,"[90, 20, 3, 1, 25]"
On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,0.09295463562011719,0.16176748275756836,44280,0.11918139457702637,29841,189,2.7582294940948486,"[80, 35, 3, 2, 5]"
On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.0823676586151123,0.18644094467163086,44280,0.10841989517211914,29841,189,2.8199594020843506,"[80, 35, 3, 2, 5]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,0.09814000129699707,0.17874622344970703,48376,0.11216950416564941,29841,189,2.877246618270874,"[80, 35, 3, 2, 5]"
On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,0.08582401275634766,0.17259502410888672,48376,0.12249970436096191,29841,189,2.77097225189209,"[80, 35, 3, 2, 5]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.09327530860900879,0.19671249389648438,46944,0.11825871467590332,29841,189,2.817927837371826,"[80, 35, 3, 2, 5]"
Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,0.09168696403503418,0.1865863800048828,48376,0.12291765213012695,29841,189,2.878365993499756,"[80, 35, 3, 2, 5]"
Off,On,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,0.09012818336486816,0.1859433650970459,44280,0.10498571395874023,29841,189,2.7591445446014404,"[80, 35, 3, 2, 5]"
On,On,On,On,On,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,0.09017205238342285,0.1921236515045166,44280,0.11344575881958008,29841,189,2.8140017986297607,"[80, 35, 3, 2, 5]"
On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.10896182060241699,0.18943023681640625,44280,0.09820246696472168,29841,189,2.8786251544952393,"[80, 35, 3, 2, 5]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.09122705459594727,0.19171643257141113,46944,0.09774637222290039,29841,189,2.790196180343628,"[80, 35, 3, 2, 5]"
On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,0.08445572853088379,0.23142075538635254,56592,0.28325724601745605,70196,1108,2.974780559539795,"[60, 5, 3, 3, 20]"
On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.08595395088195801,0.2223823070526123,56592,0.25638246536254883,70196,1108,3.085193395614624,"[60, 5, 3, 3, 20]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,0.09134888648986816,0.22629404067993164,60688,0.27305030822753906,70196,1108,3.0045359134674072,"[60, 5, 3, 3, 20]"
On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,0.08884000778198242,0.21520543098449707,60688,0.28470945358276367,70196,1108,3.141619920730591,"[60, 5, 3, 3, 20]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.09064817428588867,0.23534345626831055,59264,0.2858562469482422,70196,1108,3.0006015300750732,"[60, 5, 3, 3, 20]"
