inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,3,25,0.5757575757575757,2.875475025177002,0
90,25,1,3,5,0.2121212121212121,2.825579071044922,0
60,25,2,2,5,0.2727272727272727,2.869290828704834,0
70,25,1,2,25,0.33333333333333326,2.8718965530395506,0
90,15,3,4,5,0.43030303030303024,3.0860793352127076,1
90,5,2,1,15,0.13939393939393938,2.848988676071167,1
70,35,3,2,5,0.32121212121212117,2.8769916534423827,1
50,25,1,4,25,0.01818181818181818,2.8496301889419557,2
90,15,3,3,5,0.23636363636363633,2.9962436676025392,2
60,20,2,3,5,0.09090909090909088,2.899003791809082,2
