8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
1,p4x4,2,0.8867082880866769,2,7,0,-2,8.005961799695113,-5:5,temporal,0,328,1,esa,18,1,0,vbr,1,57.62,57.62,349.548768,119.586097,50241.779862,20.94,58.006394147872925,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",1,1.6179514588831363,1,5,0,12,43.95403017713393,0:0,none,0,243,2,tesa,9,0,1,vbr,0,19.34,19.34,1046.070321,4.776638,2006.811853,62.29,19.544633150100708,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",2,0.4390316378696184,2,10,1,11,47.61201737218016,-6:6,auto,0,132,1,tesa,46,1,1,none,0,104.18,104.18,315.953158,2.420862,1017.078314,11.51,104.35305309295654,"['Action', '1080p', 60, '20s']"
0,p8x8,0,0.7104571941726363,2,13,0,11,50.21124497985815,2:2,auto,0,261,3,dia,7,1,0,vbr,1,52.47,52.47,304.974271,1.964341,825.279853,22.88,52.66412973403931,"['Action', '1080p', 60, '20s']"
1,p4x4,3,1.8817862697900436,1,11,1,-8,41.656066004574676,-6:6,auto,1,476,0,umh,48,0,1,cbr,0,13.4,13.4,1229.925373,5.249681,2205.551883,90.4,13.590342283248901,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.2422526942570669,0,0,1,2,25.312871917499347,5:5,temporal,1,5,4,esa,4,0,0,cbr,1,12.76,12.76,912.068966,34.315578,14417.024935,94.65,12.96616244316101,"['Action', '1080p', 60, '20s']"
0,none,3,0.8101375424544854,1,16,1,-4,32.819127952568124,6:-6,temporal,1,99,2,dia,33,0,0,none,0,13.94,13.94,601.865136,11.820495,4966.151637,86.92,14.129586458206177,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",1,0.7494903856488518,0,12,1,-12,22.683468379159823,-5:5,spatial,0,279,0,tesa,37,0,0,cbr,1,103.66,103.66,1370.740884,48.491433,20372.735419,11.58,103.85563731193542,"['Action', '1080p', 60, '20s']"
1,p8x8,0,1.1217919068258277,2,8,1,9,27.274118600337435,-4:4,auto,1,226,2,esa,24,0,1,cbr,1,55.33,55.33,530.164468,21.121071,8873.608399,21.69,55.53644132614136,"['Action', '1080p', 60, '20s']"
0,p4x4,2,1.981707440954322,0,11,0,4,15.797832229493094,-2:2,temporal,1,190,0,dia,52,1,0,vbr,1,12.9,12.9,1159.457364,77.123368,32401.887806,93.76,13.099200963973999,"['Action', '1080p', 60, '20s']"
1,all,0,1.0066999336954259,1,15,1,6,35.74189989121275,3:3,auto,0,365,1,esa,41,1,0,vbr,0,49.12,49.12,937.072476,8.058381,3385.572565,24.44,49.30987858772278,"['Action', '1080p', 60, '20s']"
1,none,3,0.5945875928308458,0,14,0,-6,29.046352299078084,0:0,spatial,1,415,4,hex,61,1,0,vbr,0,11.62,11.62,962.908778,24.727142,10388.629409,104.61,11.811523914337158,"['Action', '1080p', 60, '20s']"
0,all,1,0.6663093364910684,2,2,0,0,25.726704089024317,-5:5,none,1,150,2,esa,36,0,1,none,0,71.46,71.46,974.419256,23.964135,10068.066743,16.8,71.64623880386353,"['Action', '1080p', 60, '20s']"
0,none,2,0.9352621451036272,0,9,0,0,20.813228927820916,4:-4,auto,1,437,4,hex,26,0,0,none,0,12.8,12.8,991.09375,49.52139,20805.451806,94.87,12.983973741531372,"['Action', '1080p', 60, '20s']"
