time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.12727272727272726,39.85360422134399,0
35,25,50000,10,0.5,0.2121212121212121,58.52355263233185,0
30,30,25000,10,0.5,-0.18787878787878787,46.26287631988525,1
35,35,25000,4,0.5,0.10303030303030303,47.790617966651915,1
40,40,40000,4,0.5,0.05454545454545454,60.37975373268127,2
45,45,25000,10,0.5,0.05454545454545454,66.7797325372696,2
45,35,10000,4,0.5,-0.33333333333333326,52.63665070533752,2
40,30,30000,10,0.5,-0.17575757575757575,58.53516271114349,2
50,40,10000,8,0.5,-0.0303030303030303,60.52206766605377,3
55,35,40000,8,0.5,-0.0303030303030303,80.03826978206635,3
