inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,5,1,4,10,-0.2727272727272727,2.841782307624817,0
60,20,1,2,15,-0.16363636363636364,2.8593087196350098,0
80,10,2,3,5,-0.0303030303030303,2.9015817880630492,0
80,15,1,2,5,-0.43030303030303024,2.7921119928359985,0
50,25,3,2,5,-0.32121212121212117,2.8421173095703125,1
70,15,3,3,15,-0.2606060606060606,2.968793749809265,1
50,5,3,3,20,-0.11515151515151514,3.027570056915283,1
50,20,2,1,25,-0.33333333333333326,2.8873516082763673,2
70,25,2,2,20,-0.5515151515151515,3.189393496513367,3
60,35,2,3,35,-0.35757575757575755,4.11114399433136,3
