ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,On,Off,On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,Off,On,On,On,0.07390522956848145,2.830421209335327,"[80, 25, 2, 2, 5]",0.8424242424242423
On,On,Off,Off,On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,0.07450485229492188,2.8533644676208496,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,On,On,0.07520174980163574,2.7910408973693848,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,Off,Off,Off,On,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,Off,On,On,0.07574605941772461,2.8826427459716797,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,On,On,On,0.0790712833404541,2.768256664276123,"[80, 25, 2, 2, 5]",0.8424242424242423
On,On,Off,On,On,Off,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,Off,On,0.07991623878479004,2.928175926208496,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,0.08001136779785156,2.7587244510650635,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,Off,0.08079314231872559,2.7625627517700195,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,On,Off,Off,On,On,On,On,On,Off,On,On,Off,Off,Off,Off,On,On,Off,On,0.08174824714660645,2.7994461059570312,"[80, 25, 2, 2, 5]",0.8424242424242423
On,On,On,On,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,0.08230018615722656,2.744581460952759,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,On,Off,On,On,Off,On,On,On,On,On,Off,On,Off,On,On,Off,Off,On,On,0.0827791690826416,2.7506301403045654,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,0.08323526382446289,2.798562526702881,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,0.08324623107910156,2.731457471847534,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,0.08328580856323242,2.84556245803833,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,On,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,0.08362722396850586,2.8375208377838135,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,On,0.0839693546295166,2.7453267574310303,"[80, 25, 2, 2, 5]",0.8424242424242423
On,On,Off,Off,On,On,On,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,0.08464527130126953,2.7616262435913086,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,On,On,On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,Off,On,0.08518481254577637,2.749447822570801,"[80, 25, 2, 2, 5]",0.8424242424242423
On,Off,Off,Off,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,0.0853128433227539,2.918753147125244,"[80, 25, 2, 2, 5]",0.8424242424242423
Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,0.08538532257080078,2.8471732139587402,"[80, 25, 2, 2, 5]",0.8424242424242423
