maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
9411,822,7042,17,21078,248,159,true,24165,true,462913,49178,65067,false,22469,18509,47776,621,286399,1,2917.12,361.2261629104614,"[8, 50, 180, True]",1
9411,822,5556,17,64538,292,159,true,22164,true,462913,12355,65067,false,22469,20794,47776,621,286399,1,2912.6,361.2626428604126,"[8, 50, 180, True]",1
7226,822,57553,17,64538,248,422,true,24165,false,129188,12355,22565,false,58191,36141,63906,657,552981,1,2909.73,361.2527439594269,"[8, 50, 180, True]",1
9411,822,56720,17,64538,248,159,true,24165,true,129188,25228,65067,false,22469,20794,47776,621,286399,1,2896.91,542.3249442577362,"[8, 50, 180, True]",1
7226,822,5556,17,64538,67,159,false,24165,true,129188,12355,65067,false,22469,20794,63906,621,286399,1,2895.0,361.181095123291,"[8, 50, 180, True]",1
9411,822,7042,17,47267,248,258,true,22164,true,462913,49178,23030,false,47560,20794,47776,621,286399,1,2893.81,542.3551354408264,"[8, 50, 180, True]",1
9411,822,7042,17,64538,248,159,true,24165,true,462913,49178,65067,false,22469,20794,47776,621,286399,1,2887.57,361.2605347633362,"[8, 50, 180, True]",1
9411,822,5556,17,64538,292,159,true,22164,true,462913,12355,65067,false,22469,20794,47776,621,286399,1,2887.25,542.3387920856476,"[8, 50, 180, True]",1
9411,822,7042,17,21078,248,159,true,24165,true,462913,49178,65067,false,22469,18509,47776,621,286399,1,2883.22,361.2314329147339,"[8, 50, 180, True]",1
7226,901,7042,17,64538,67,159,true,24165,true,550087,49178,23030,false,22469,36141,54377,621,286399,7,2877.92,361.25145721435547,"[8, 50, 180, True]",1
9411,822,7042,17,64538,248,159,true,24165,true,462913,49178,65067,false,22469,20794,47776,621,286399,1,2841.91,361.2298390865326,"[8, 50, 180, True]",1
9411,822,5556,17,81464,292,159,false,22164,true,462913,12355,65067,false,22469,20794,63906,621,286399,1,2839.86,361.1470489501953,"[8, 50, 180, True]",1
7226,357,5556,17,21078,248,159,true,22164,true,129188,49178,81876,false,22469,41256,63906,621,286399,5,2811.9,542.3870832920074,"[8, 50, 180, True]",1
7226,822,57553,17,47267,67,258,false,50556,true,129188,12355,23030,false,58191,36141,63906,23,286399,7,2722.33,180.10030603408813,"[8, 50, 180, True]",1
17817,473,5115,13910,33972,61,135,false,18803,true,379426,6616,36300,false,25748,49901,26343,219,504473,1,2707.92,180.12800574302673,"[8, 50, 180, True]",1
2866,118,1442,13874,99301,47,106,true,46863,false,325090,50086,84055,false,31487,63662,18930,136,557222,2,2688.2,180.1170904636383,"[8, 50, 180, True]",1
7226,822,5556,17,64538,173,159,false,22164,true,256300,12355,5983,false,22469,51951,63906,621,286399,1,2685.11,180.11414504051208,"[8, 50, 180, True]",1
6069,226,19714,32244,75315,151,371,false,16326,false,28399,37403,29166,true,26366,33740,65174,832,213401,4,2681.83,180.13224387168884,"[8, 50, 180, True]",1
1763,772,12879,36573,27024,61,25,false,7167,false,44792,12716,25781,false,65291,45853,28912,206,334123,4,2681.22,180.1309311389923,"[8, 50, 180, True]",1
13691,272,1897,19772,41551,41,135,true,50058,true,207442,46767,5276,false,18804,46818,6998,449,167633,7,2677.78,180.11652255058289,"[8, 50, 180, True]",1
