ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,On,Off,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,On,Off,0.09247183799743652,5.644959926605225,1252968,34.85562705993652,2152160,10605,43.16728067398071,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,0.09991025924682617,5.553589820861816,1255640,34.6483097076416,2152160,10605,42.822516202926636,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,0.09972834587097168,5.493237018585205,1252968,34.59119391441345,2152160,10605,42.64384388923645,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,0.0964503288269043,5.552065134048462,1252968,34.753082036972046,2152160,10605,42.836156606674194,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,0.08371925354003906,5.533409357070923,1248872,34.78292274475098,2152160,10605,42.867538928985596,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,On,0.09310364723205566,5.500514984130859,1252968,34.92706060409546,2152160,10605,42.94615292549133,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,0.09410929679870605,5.485463380813599,1248872,34.60388493537903,2152160,10605,42.66841220855713,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,0.09170842170715332,5.539112567901611,1252968,34.62268352508545,2152160,10605,42.70086479187012,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,On,On,0.08420014381408691,5.538382053375244,1248872,34.65444278717041,2152160,10605,42.715211629867554,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,0.09297442436218262,5.5509138107299805,1252968,34.80361604690552,2152160,10605,42.9524085521698,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,0.08601832389831543,5.50095272064209,1252968,34.80859351158142,2152160,10605,42.89612603187561,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,On,On,On,On,On,0.0819711685180664,5.491634130477905,1248872,34.62049651145935,2152160,10605,42.69241261482239,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,On,On,On,0.08500885963439941,5.5182881355285645,1252968,34.626330852508545,2152160,10605,42.650500535964966,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,Off,On,On,Off,On,On,On,On,On,Off,On,On,On,On,0.09971094131469727,5.477182865142822,1252968,34.61342096328735,2152160,10605,42.61659479141235,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,On,On,0.09437870979309082,5.492450714111328,1251544,34.78517746925354,2152160,10605,42.88126730918884,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,0.08945202827453613,5.485918045043945,1251544,34.765310525894165,2152160,10605,42.83952474594116,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,0.07460927963256836,5.487592458724976,1252968,34.76151967048645,2152160,10605,42.79616665840149,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,0.09783339500427246,5.5002312660217285,1252968,34.629005432128906,2152160,10605,42.63551449775696,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0.09007620811462402,5.5575315952301025,1252968,34.61888527870178,2152160,10605,42.830297231674194,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,On,On,Off,On,On,Off,On,On,On,On,On,On,0.09096527099609375,5.495486259460449,1251544,34.59028911590576,2152160,10605,42.68008637428284,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.0752706527709961,5.561607837677002,1252968,34.786834716796875,2152160,10605,42.86440896987915,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,0.09234452247619629,5.479380369186401,1252968,35.087905168533325,2152160,10605,43.09759306907654,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,On,0.08809089660644531,5.4839348793029785,1251544,34.841344356536865,2152160,10605,42.8982195854187,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,On,On,On,Off,Off,On,On,On,On,Off,Off,Off,Off,0.08348536491394043,5.5165746212005615,1248872,34.7783522605896,2152160,10605,42.95671892166138,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,0.0780179500579834,5.51814341545105,1255640,34.77111625671387,2152160,10605,42.862269163131714,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,On,On,Off,On,Off,On,Off,0.08006143569946289,5.55477499961853,1255640,34.63390493392944,2152160,10605,42.778144121170044,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,0.10070300102233887,5.503362417221069,1252968,34.632827043533325,2152160,10605,42.6282856464386,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,0.09136152267456055,5.499277830123901,1252968,34.75134253501892,2152160,10605,42.81831741333008,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,0.08865237236022949,5.479175329208374,1252968,34.77038764953613,2152160,10605,42.9050178527832,"[10, 50, 6, 4, 50]"
