time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,35,10000,4,0.5,0.9515151515151514,61.15037569999695,0
30,25,10000,8,0.9,-0.7333333333333332,39.96841461658478,0
45,35,15000,6,0.5,0.9272727272727272,58.50746822357178,0
30,25,10000,8,0.5,0.6848484848484848,39.98244438171387,0
45,25,10000,6,0.5,0.7333333333333332,53.85460603237152,0
50,35,10000,8,0.5,0.8545454545454544,62.483600163459776,1
45,25,30000,4,0.5,0.7939393939393938,58.64538497924805,1
30,25,15000,8,0.5,0.4787878787878787,42.24727172851563,1
35,25,10000,4,0.6,0.6727272727272726,42.89870040416717,1
45,35,10000,6,0.5,0.709090909090909,56.036320972442624,1
