time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.4787878787878787,42.24727172851563,0
45,35,10000,4,0.5,0.9515151515151514,61.15037569999695,0
45,35,10000,10,0.5,0.7212121212121211,58.71177361011505,0
45,35,10000,6,0.5,0.709090909090909,56.036320972442624,0
35,25,10000,4,0.6,0.6727272727272726,42.89870040416717,0
50,40,10000,8,0.5,0.8303030303030302,63.58019380569458,1
40,30,30000,10,0.5,0.8303030303030302,69.80316143035888,1
45,35,25000,4,0.5,0.6727272727272726,60.419699144363406,1
45,35,10000,4,0.9,0.6363636363636362,54.174749970436096,1
30,30,25000,10,0.5,0.3696969696969697,54.29971566200256,2
