time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.4787878787878787,42.24727172851563,0
45,35,10000,4,0.5,0.9515151515151514,61.15037569999695,0
30,30,25000,10,0.5,0.3696969696969697,54.29971566200256,1
50,40,10000,8,0.5,0.8303030303030302,63.58019380569458,1
40,30,30000,10,0.5,0.8303030303030302,69.80316143035888,1
40,40,40000,4,0.5,0.7575757575757575,67.85157368183135,2
45,45,25000,10,0.5,0.7818181818181817,83.21941945552825,2
35,35,25000,4,0.5,0.17575757575757575,77.80724790096284,3
55,35,40000,8,0.5,0.5878787878787878,89.01195285320281,3
35,25,50000,10,0.5,0.24848484848484845,107.93680341243744,4
