inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,35,1,1,5,0.33333333333333326,2.789599823951721,0
60,25,1,2,20,-0.41818181818181815,2.7294995307922365,0
70,25,2,2,25,0.2727272727272727,3.468524122238159,1
90,20,1,2,25,0.22424242424242422,3.019558572769165,1
90,20,1,3,5,-0.23636363636363633,2.7986365795135497,1
50,15,2,3,5,0.0303030303030303,2.8558263301849367,1
90,10,3,1,10,-0.43030303030303024,2.785052537918091,1
90,25,2,2,20,0.12727272727272726,3.0725136041641234,2
50,5,1,4,25,-0.0303030303030303,2.9416638612747192,2
70,15,2,2,25,-0.709090909090909,3.0858952522277834,3
