inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,2,25,0.3939393939393939,2.731735038757324,0
60,25,1,3,20,-0.2121212121212121,2.7252762079238892,0
80,35,1,1,5,0.33333333333333326,2.789599823951721,1
50,25,1,2,15,0.18787878787878787,2.7445430755615234,1
60,25,1,2,20,-0.41818181818181815,2.7294995307922365,1
70,25,1,2,15,-0.2606060606060606,2.7453185319900513,2
70,25,2,2,25,0.2727272727272727,3.468524122238159,2
90,20,1,2,25,0.22424242424242422,3.019558572769165,2
50,10,1,2,10,-0.06666666666666665,2.784973669052124,2
90,20,1,1,15,0.13939393939393938,2.8016530752182005,2
