fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,0.11932134628295898,1.6764824390411377,523192,34.30321145057678,2152160,10605,40.071094036102295,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.09668183326721191,1.5349104404449463,513896,34.233445167541504,2152160,10605,38.415788650512695,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.10838007926940918,1.478257656097412,521896,34.0894501209259,2152160,10605,38.19202208518982,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,0.08913040161132812,1.5086450576782227,521896,34.069692850112915,2152160,10605,38.178611040115356,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,0.0769495964050293,1.5129718780517578,515192,34.08297896385193,2152160,10605,38.133673429489136,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,0.0909731388092041,1.4989368915557861,523192,34.162108182907104,2152160,10605,38.20788025856018,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,0.07704639434814453,1.5235133171081543,513896,34.140382289886475,2152160,10605,38.190186977386475,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,Off,0.08665204048156738,1.541734218597412,513896,34.09192991256714,2152160,10605,38.3321807384491,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,0.0709536075592041,1.502366065979004,515192,34.07307243347168,2152160,10605,38.11245107650757,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,On,On,On,On,Off,Off,Off,0.08787012100219727,1.5157182216644287,523192,34.10355520248413,2152160,10605,38.227379322052,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,0.08053374290466309,0.14588141441345215,28720,0.0887594223022461,18645,275,2.7235524654388428,"[90, 10, 3, 1, 10]"
Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.08183836936950684,0.14677143096923828,27720,0.10200834274291992,18645,275,2.7476673126220703,"[90, 10, 3, 1, 10]"
On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.08463692665100098,0.15619158744812012,27688,0.09706544876098633,18645,275,2.7957119941711426,"[90, 10, 3, 1, 10]"
Off,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,0.08572101593017578,0.14362287521362305,27688,0.08282303810119629,18645,275,2.8440909385681152,"[90, 10, 3, 1, 10]"
On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,0.08768844604492188,0.14094948768615723,28752,0.08230805397033691,18645,275,2.8247363567352295,"[90, 10, 3, 1, 10]"
On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,0.09170389175415039,0.15560364723205566,28720,0.08163642883300781,18645,275,2.7912938594818115,"[90, 10, 3, 1, 10]"
Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,0.0837404727935791,0.15677952766418457,27720,0.10183382034301758,18645,275,2.765737295150757,"[90, 10, 3, 1, 10]"
Off,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,Off,0.10833215713500977,0.16102194786071777,27720,0.09007406234741211,18645,275,2.8196067810058594,"[90, 10, 3, 1, 10]"
On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,0.09126830101013184,0.13825774192810059,28752,0.0868215560913086,18645,275,2.740705966949463,"[90, 10, 3, 1, 10]"
On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,On,On,On,On,Off,Off,Off,0.07837462425231934,0.16255617141723633,28720,0.0998227596282959,18645,275,2.797422409057617,"[90, 10, 3, 1, 10]"
Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,0.08994865417480469,0.21397113800048828,51624,0.37628865242004395,157794,1028,3.188519239425659,"[90, 25, 2, 2, 20]"
Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.08913588523864746,0.1908881664276123,50600,0.35669779777526855,157794,1028,3.098400354385376,"[90, 25, 2, 2, 20]"
On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.07819342613220215,0.22095775604248047,50600,0.35356974601745605,157794,1028,3.126134157180786,"[90, 25, 2, 2, 20]"
Off,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,0.09347844123840332,0.192033052444458,50600,0.35626840591430664,157794,1028,3.0691378116607666,"[90, 25, 2, 2, 20]"
On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,0.09508466720581055,0.18639922142028809,51624,0.349001407623291,157794,1028,3.080847978591919,"[90, 25, 2, 2, 20]"
On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,0.08891987800598145,0.19422554969787598,51624,0.35156774520874023,157794,1028,3.028243064880371,"[90, 25, 2, 2, 20]"
Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,0.08140063285827637,0.22435569763183594,50600,0.3447117805480957,157794,1028,3.0202813148498535,"[90, 25, 2, 2, 20]"
Off,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,Off,0.0897071361541748,0.18919944763183594,50600,0.34435486793518066,157794,1028,3.01846981048584,"[90, 25, 2, 2, 20]"
On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,0.07776165008544922,0.1831226348876953,51624,0.3614182472229004,157794,1028,3.029468297958374,"[90, 25, 2, 2, 20]"
On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,On,On,On,On,Off,Off,Off,0.08733272552490234,0.18677759170532227,51624,0.36331820487976074,157794,1028,3.06563401222229,"[90, 25, 2, 2, 20]"
Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,0.09514188766479492,0.29891037940979004,269272,0.6779379844665527,403033,1760,3.5080394744873047,"[70, 25, 2, 2, 25]"
Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.0938718318939209,0.2559525966644287,268304,0.6646251678466797,403033,1760,3.433021068572998,"[70, 25, 2, 2, 25]"
