fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,On,Off,On,On,On,0.06345009803771973,2.795323371887207,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,On,0.06496477127075195,2.852257013320923,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,0.06787896156311035,2.840782403945923,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,0.06817436218261719,2.8175621032714844,"[70, 25, 2, 2, 15]",0.8424242424242423
Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,On,0.06854605674743652,2.8497209548950195,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,On,Off,On,0.06874442100524902,2.841479778289795,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,0.06893467903137207,2.7756848335266113,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,0.06915116310119629,2.748737335205078,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,0.0697331428527832,2.8714308738708496,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,On,0.06973409652709961,2.816718578338623,"[70, 25, 2, 2, 15]",0.8424242424242423
Off,On,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,Off,On,0.07011818885803223,2.7798233032226562,"[70, 25, 2, 2, 15]",0.8424242424242423
Off,On,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,0.07033848762512207,2.828134536743164,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,0.07042574882507324,2.912534475326538,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,0.07048249244689941,2.8167622089385986,"[70, 25, 2, 2, 15]",0.8424242424242423
Off,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,0.0709843635559082,2.864255428314209,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,On,On,Off,0.07167291641235352,2.80755877494812,"[70, 25, 2, 2, 15]",0.8424242424242423
On,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,On,0.07191920280456543,2.8266751766204834,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,Off,Off,On,On,Off,0.0721888542175293,2.8352560997009277,"[70, 25, 2, 2, 15]",0.8424242424242423
Off,On,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.07220578193664551,2.850320339202881,"[70, 25, 2, 2, 15]",0.8424242424242423
On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,On,0.07242822647094727,2.8106091022491455,"[70, 25, 2, 2, 15]",0.8424242424242423
