threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.9151515151515152,10.073612308502197,0
8,45,60,True,0.9878787878787878,60.115722846984866,0
8,25,40,False,0.9636363636363635,40.11065056324005,0
8,35,25,True,0.9151515151515152,25.08541703224182,0
8,35,35,True,0.9272727272727272,35.097380661964415,0
8,25,35,True,0.9272727272727272,35.091437101364136,0
6,40,55,False,0.9636363636363635,55.10222113132477,0
8,25,10,True,0.9151515151515152,10.076091170310974,0
8,30,45,False,0.9636363636363635,45.10051646232605,0
8,25,55,True,0.9757575757575757,55.119586086273195,0
