fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,0.08038568496704102,1.7196555137634277,513896,34.35771369934082,2152160,10605,40.14531993865967,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,Off,On,Off,On,On,Off,On,On,On,On,On,Off,On,0.0925142765045166,1.4969091415405273,515000,34.08696627616882,2152160,10605,38.356242656707764,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,Off,On,Off,0.10319805145263672,1.501249074935913,521896,34.06933259963989,2152160,10605,38.29599475860596,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,Off,0.07559680938720703,1.4624855518341064,523192,34.06318688392639,2152160,10605,38.15013003349304,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,0.09103107452392578,1.5174670219421387,521896,34.06699061393738,2152160,10605,38.24454879760742,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,Off,Off,0.09137892723083496,1.4706096649169922,513896,34.096715211868286,2152160,10605,38.3338508605957,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,On,0.08725547790527344,1.5327048301696777,523384,34.14100980758667,2152160,10605,38.34716749191284,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,On,0.08638668060302734,1.4881093502044678,515192,34.03027319908142,2152160,10605,38.27853274345398,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,0.09907174110412598,1.5135412216186523,521896,34.11206412315369,2152160,10605,38.35435461997986,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,Off,On,Off,0.09817337989807129,1.4653351306915283,515192,34.083460330963135,2152160,10605,38.24638628959656,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,0.08938789367675781,1.5200347900390625,513704,34.03197169303894,2152160,10605,38.17336964607239,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,On,On,On,Off,Off,0.08698630332946777,1.4721362590789795,515192,34.101778507232666,2152160,10605,38.19190192222595,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,On,0.0883636474609375,1.5108578205108643,523192,34.05775761604309,2152160,10605,38.14153075218201,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,On,On,Off,0.0932919979095459,1.5081782341003418,523192,34.04351592063904,2152160,10605,38.27312088012695,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,Off,On,On,On,Off,On,Off,On,0.0875704288482666,1.523164987564087,513896,34.04632806777954,2152160,10605,38.17825174331665,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,0.08064913749694824,1.525829792022705,522088,34.06991624832153,2152160,10605,38.32278537750244,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.07833528518676758,1.448955774307251,523192,34.12328028678894,2152160,10605,38.266765832901,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,On,On,0.08366656303405762,1.4863319396972656,513704,34.095587491989136,2152160,10605,38.26854205131531,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,Off,Off,Off,On,Off,On,Off,0.09700632095336914,1.5024213790893555,515000,34.08275532722473,2152160,10605,38.16855239868164,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,On,On,Off,On,0.08608651161193848,1.5165655612945557,523384,34.071101665496826,2152160,10605,38.19784450531006,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,0.09372067451477051,1.4903373718261719,513896,34.015934228897095,2152160,10605,38.12444090843201,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,On,On,On,On,On,0.09036374092102051,1.5108065605163574,523192,34.02574706077576,2152160,10605,38.12144374847412,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.08547735214233398,1.5277769565582275,513896,34.138192653656006,2152160,10605,38.23430252075195,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,0.09728312492370605,1.4793457984924316,522088,34.07678437232971,2152160,10605,38.19295287132263,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,0.08697319030761719,1.4689111709594727,515000,34.1121039390564,2152160,10605,38.319539070129395,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,Off,On,On,0.08339333534240723,1.4974067211151123,522088,34.051392793655396,2152160,10605,38.32126235961914,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,0.09471821784973145,1.540343999862671,515000,34.090166091918945,2152160,10605,38.28994274139404,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,0.08701872825622559,1.492152452468872,522088,34.08112382888794,2152160,10605,38.20974588394165,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,0.09374189376831055,1.5612084865570068,513704,34.08280611038208,2152160,10605,38.2526421546936,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,Off,Off,On,0.09341764450073242,1.4829769134521484,523384,34.03919172286987,2152160,10605,38.08491134643555,"[10, 50, 6, 4, 50]"
