inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,1,3,10,0.11515151515151514,2.8303647518157957,0
60,35,2,1,25,0.4666666666666666,2.908266806602478,0
50,15,2,4,20,0.5878787878787878,3.202803063392639,0
70,35,2,1,10,0.4424242424242424,2.8912112712860107,0
60,5,1,2,5,0.006060606060606061,2.833804655075073,1
60,15,1,1,25,0.01818181818181818,2.876205086708069,1
90,25,3,3,25,0.5030303030303029,3.5789645433425905,1
50,15,1,4,10,0.43030303030303024,2.9303887128829955,1
50,20,2,1,25,-0.09090909090909088,2.907089638710022,2
70,5,1,4,35,0.22424242424242422,3.4378114700317384,2
