threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,15,25,True,0.7696969696969697,25.083161926269533,0
8,40,15,True,0.6727272727272726,15.080255341529845,0
6,40,15,True,0.5393939393939393,15.078374743461609,0
8,15,15,True,0.24848484848484845,15.072496724128722,0
8,20,15,True,0.01818181818181818,15.075800275802612,1
8,15,60,True,0.7333333333333332,60.08106646537781,1
8,40,55,True,0.4666666666666666,55.095997834205626,1
4,25,25,True,0.38181818181818183,25.087783169746398,1
1,10,35,True,0.41818181818181815,35.08925049304962,1
8,40,15,False,0.16363636363636364,15.07856481075287,1
