checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,cost,fidelity,prepare_time,run_time,clean_time
0.5618695624733957,14,325802,240,4432,1853051163,7281,943157,96.30733739358668,660,4,63.935390929718025,43191,372185262,2580,1901369540,2773,210,8172,1980741629,508.73,236.70168590545654,"[180, 50, 100000, 4, 0.5]",54.591028928756714,180.18000721931458,0.35830140113830566
0.31637921421099235,157,486248,758,3700,1825994761,9928,910116,98.22871674722228,123,240,8.226034542886918,59121,1313252430,5847,2036977552,7289,149,67872,441282167,339.04,233.53468990325928,"[180, 50, 100000, 4, 0.5]",51.889179944992065,180.19997262954712,0.44974231719970703
0.06550907324514021,76,798794,619,3128,1760403767,8315,395683,48.12568238903854,251,69,38.88399449708804,28371,30078970,9918,260035755,1224,46,4835,353891171,517.05,234.08701062202454,"[180, 50, 100000, 4, 0.5]",52.57410264015198,180.19797945022583,0.37263011932373047
0.7711810499242936,18,504058,712,3054,1849422070,1538,535018,25.23807030641665,26,256,68.47337709427289,89606,1187909521,9061,32341129,8393,223,23627,555224898,498.34,233.99085021018982,"[180, 50, 100000, 4, 0.5]",52.33123731613159,180.1912181377411,0.47101569175720215
0.2254061128842243,37,388141,654,6071,1504947948,7920,771228,76.68806918452937,131,186,29.268827220826665,34781,1192373694,6635,719564632,7954,184,74059,785867211,493.39,234.95742774009705,"[180, 50, 100000, 4, 0.5]",52.11186408996582,180.18758916854858,1.4581096172332764
0.7708943016205468,16,900145,436,1222,119964024,7489,56251,81.79254130085137,163,80,2.4063677934044625,35795,1247929735,2803,1110335758,5882,247,75689,328357326,320.63,235.27397346496582,"[180, 50, 100000, 4, 0.5]",53.58531403541565,180.17973852157593,0.5366110801696777
0.08933337897790294,68,241270,531,3879,1280692569,3098,163495,67.56126658834832,99,204,50.92709882710794,24223,767743267,7321,680784582,7129,134,55230,332218111,493.71,234.21333146095276,"[180, 50, 100000, 4, 0.5]",52.683648347854614,180.1221604347229,0.4411015510559082
0.38079700192398014,125,942703,135,1896,1843338732,9853,329311,49.2666546861586,75,188,75.77589900472562,25500,1124694257,57,1619390732,6419,149,33796,1773664488,485.04,233.3166024684906,"[180, 50, 100000, 4, 0.5]",51.839563608169556,180.21457147598267,0.4446370601654053
0.8289400662142153,178,833910,241,5401,394184799,2273,850084,36.97246676620936,378,107,10.710476003786217,26611,1483184994,3948,1819616111,8633,87,12329,245911930,479.46,235.16803789138794,"[180, 50, 100000, 4, 0.5]",53.589383602142334,180.11890602111816,0.4947218894958496
0.3064790083132499,139,367229,480,1651,2109014432,6297,799429,98.82925141826523,881,30,48.60463347777609,6353,492811526,2277,314217496,490,130,74755,330016679,504.82,233.12162375450134,"[180, 50, 100000, 4, 0.5]",51.57651209831238,180.29521560668945,0.342144250869751
0.9643971661047444,77,458128,407,1839,707249649,2221,643233,39.25393773555431,393,151,1.9884282112467178,10328,1088722886,880,509708680,5376,179,19924,1522679290,327.66,234.4781608581543,"[180, 50, 100000, 4, 0.5]",52.62926769256592,180.2126874923706,0.4084498882293701
0.5184677968626938,161,876520,44,4521,1094193706,7680,362262,63.60889514042014,957,96,47.10005699948212,24060,366288668,257,2109369620,4561,55,15346,706768162,491.55,233.89913773536682,"[180, 50, 100000, 4, 0.5]",52.04443001747131,180.26687479019165,0.42383241653442383
0.4441325158846994,209,525354,9,6533,1625523138,2202,496878,51.99599104891618,312,107,41.24540225675539,77752,398997859,4668,37908075,887,105,13223,1924437754,498.21,233.5870954990387,"[180, 50, 100000, 4, 0.5]",52.18201184272766,180.11761140823364,0.36463379859924316
0.5033809373908846,138,733102,456,3150,756479788,8841,670113,95.59633200606963,402,227,11.913157709859446,81537,637802418,6140,339489383,8445,123,26753,497690370,480.35,233.50910234451294,"[180, 50, 100000, 4, 0.5]",52.0596981048584,180.20468616485596,0.47922229766845703
0.7189153011490089,46,375924,265,3621,2088992660,9868,208684,91.3047338077863,86,151,48.59195454058126,27681,170266255,1605,1690989658,1071,54,20454,781525768,501.46,233.59350633621216,"[180, 50, 100000, 4, 0.5]",52.146628856658936,180.1405646800995,0.37129807472229004
0.7613328781101415,188,269405,886,3418,514559603,7617,186032,49.38168838239616,602,175,56.87346166924902,38551,843649478,1021,314480599,6097,101,13635,1480337833,478.58,235.4231081008911,"[180, 50, 100000, 4, 0.5]",53.664477825164795,180.38741302490234,0.43073010444641113
0.8811174295966244,186,276786,713,5337,1217982160,9277,276315,15.588801610075997,77,223,29.94383050835162,78063,1781217712,3442,1740396909,9566,219,6428,1043158940,478.82,236.45256423950195,"[180, 50, 100000, 4, 0.5]",54.70531463623047,180.21023893356323,0.46741461753845215
0.2020319091865711,97,372193,205,4106,1512684626,3663,967934,73.31516599628061,414,12,76.62645779176343,49743,1635668354,1934,1705793825,6766,252,34128,415421068,482.08,235.5288965702057,"[180, 50, 100000, 4, 0.5]",54.10877537727356,180.12614679336548,0.43738317489624023
0.21363184326007123,179,11418,513,4646,1079724009,671,660534,96.47399453216042,135,77,86.51747773615743,74355,1674289154,6505,724137263,2500,22,67914,1022699369,494.19,234.52961134910583,"[180, 50, 100000, 4, 0.5]",53.08849334716797,180.0811653137207,0.39357423782348633
0.9831194261551196,67,961698,997,1312,123078714,5902,571227,9.229477871499292,470,256,84.8473899074415,10570,1481542022,966,1026442956,110,246,21259,2085788870,504.16,232.56396627426147,"[180, 50, 100000, 4, 0.5]",50.8932683467865,180.12942576408386,0.3374366760253906
0.6941543869337324,110,680558,424,4483,1525390998,8548,484287,76.35955379105836,445,7,32.008496400345955,15712,1251658370,9287,1645490282,6557,33,68902,1607346948,474.87,234.1542408466339,"[180, 50, 100000, 4, 0.5]",52.55536961555481,180.1963872909546,0.4398071765899658
0.1414643151157935,199,32883,525,2820,1241184085,7393,344193,10.168486692276568,160,214,99.92351646777426,34076,1616572734,2373,19093517,3952,202,60517,2009058094,493.14,234.45063829421997,"[180, 50, 100000, 4, 0.5]",52.835893869400024,180.1783218383789,0.4115278720855713
