time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.07878787878787878,40.24829032421112,0
35,35,25000,4,0.5,0.5393939393939393,47.63855888843536,0
30,30,25000,10,0.5,-0.10303030303030303,47.76232600212097,1
45,35,10000,4,0.5,0.5030303030303029,52.662076234817505,1
40,40,40000,4,0.5,0.28484848484848485,59.64777276515961,2
50,40,10000,8,0.5,0.4424242424242424,60.12871651649475,2
35,25,50000,10,0.5,0.16363636363636364,60.58336627483368,3
40,30,30000,10,0.5,0.33333333333333326,60.70140657424927,3
45,45,25000,10,0.5,0.04242424242424241,68.85524244308472,4
55,35,40000,8,0.5,-0.18787878787878787,79.63361501693726,5
