time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.07878787878787878,40.24829032421112,0
35,35,25000,4,0.9,0.6363636363636362,47.66531736850739,0
55,35,25000,4,0.5,0.6727272727272726,67.55318179130555,0
35,35,20000,4,0.5,0.5515151515151515,45.9385627746582,0
30,35,20000,4,0.9,0.4424242424242424,41.17843279838562,0
55,25,35000,4,0.5,0.6242424242424242,67.3013084411621,1
40,30,25000,4,0.6,0.5878787878787878,51.11989068984985,1
35,35,25000,4,0.5,0.5393939393939393,47.63855888843536,1
30,30,25000,4,0.9,0.32121212121212117,41.541227555274965,1
35,25,25000,4,0.6,0.32121212121212117,45.04555583000183,1
